Key,en,es,fr,pt,de,af,zu,st
"settings.biometric.setupRequired","Please set up biometrics in your device settings first","","","","","","",""
"settings.biometric.enabled","Biometric login is enabled","","","","","","",""
"settings.biometric.disabled","Biometric login is disabled","","","","","","",""
"settings.biometric.fingerprint","Fingerprint","","","","","","",""
"settings.biometric.faceId","Face ID","","","","","","",""
"settings.biometric.not_available_desc","Biometric authentication is not available on this device. This feature requires fingerprint or face recognition hardware.","","","","","","",""
"settings.feature.activityFeed","Activity Feed","","","","","","",""
"settings.feature.financials","Financials","","","","","","",""
"settings.feature.pettyCash","Petty Cash","","","","","","",""
"settings.manage_alerts","Manage your alerts","","","","","","",""
"settings.notifications_coming_soon_desc","Notification settings will be available in the next update.","","","","","","",""
"settings.privacy_security.title","Privacy & Security","","","","","","",""
"settings.privacy_security.info","Data protection info","","","","","","",""
"trends.up","up","","","","","","",""
"trends.down","down","","","","","","",""
"trends.stable","stable","","","","","","",""
"trends.good","good","","","","","","",""
"trends.excellent","excellent","","","","","","",""
"trends.warning","warning","","","","","","",""
"trends.attention","attention","","","","","","",""
"trends.needs_attention","needs attention","","","","","","",""
"trends.low","low","","","","","","",""
"trends.high","high","","","","","","",""
"teacher.performance.active","Active teacher","","","","","","",""
"teacher.performance.no_classes","No classes assigned - requires attention","","","","","","",""
"teacher.performance.high_ratio","High student ratio ({{ratio}}:1) - may need support","","","","","","",""
"teacher.performance.excellent","Excellent performance - {{classes}} classes, {{ratio}}:1 ratio, {{attendance}}% attendance","","","","","","",""
"teacher.performance.strong","Strong performance - {{classes}} classes, good attendance rates","","","","","","",""
"teacher.performance.good","Good performance - managing {{students}} students effectively","","","","","","",""
"teacher.performance.review_needed","Performance review needed - {{attendance}}% attendance rate in classes","","","","","","",""
"students.title","Students","","","","","","",""
"students.addStudent","Add Student","","","","","","",""
"students.studentName","Student Name","","","","","","",""
"students.class","Class","","","","","","",""
"students.grade","Grade","","","","","","",""
"students.preschool","Preschool","","","","","","",""
"students.status","Status","","","","","","",""
"students.active","Active","","","","","","",""
"students.inactive","Inactive","","","","","","",""
"students.viewProfile","View Profile","","","","","","",""
"students.editProfile","Edit Profile","","","","","","",""
"classes.title","Classes","","","","","","",""
"classes.addClass","Add Class","","","","","","",""
"classes.className","Class Name","","","","","","",""
"classes.teacher","Teacher","","","","","","",""
"classes.students","Students","","","","","","",""
"classes.schedule","Schedule","","","","","","",""
"classes.assignments","Assignments","","","","","","",""
"reports.title","Reports","","","","","","",""
"reports.generate","Generate Report","","","","","","",""
"reports.export","Export","","","","","","",""
"reports.performance","Performance Report","","","","","","",""
"reports.attendance","Attendance Report","","","","","","",""
"reports.progress","Progress Report","","","","","","",""
"reports.dateRange","Date Range","","","","","","",""
"reports.from","From","","","","","","",""
"reports.to","To","","","","","","",""
"notifications.title","Notifications","","","","","","",""
"notifications.markAllRead","Mark All as Read","","","","","","",""
"notifications.noNotifications","No notifications","","","","","","",""
"notifications.newAssignment","New assignment: {{title}}","","","","","","",""
"notifications.gradePosted","Grade posted for {{assignment}}","","","","","","",""
"notifications.reminderDue","Reminder: {{assignment}} is due tomorrow","","","","","","",""
"errors.generic","Something went wrong. Please try again.","","","","","","",""
"errors.network","Network error. Please check your connection.","","","","","","",""
"errors.unauthorized","You don't have permission to access this resource.","","","","","","",""
"errors.notFound","The requested resource was not found.","","","","","","",""
"errors.validation","Please check your input and try again.","","","","","","",""
"errors.serverError","Server error. Please try again later.","","","","","","",""
"errors.security.validation_failed","Validation failed","","","","","","",""
"errors.security.content_type_required","Content-Type must be application/json","","","","","","",""
"errors.security.request_too_large","Request too large. Maximum size is {{maxSize}} KB","","","","","","",""
"errors.security.invalid_json","Invalid JSON in request body","","","","","","",""
"errors.security.invalid_parameters","Invalid URL parameters","","","","","","",""
"errors.security.invalid_query","Invalid query parameters","","","","","","",""
"errors.security.authentication_required","Authentication required","","","","","","",""
"errors.security.invalid_token","Invalid or expired authentication token","","","","","","",""
"errors.security.insufficient_permissions","Insufficient permissions","","","","","","",""
"errors.security.rate_limit_exceeded","Too many requests, please try again later","","","","","","",""
"errors.security.login_attempts_exceeded","Too many login attempts. Please try again later.","","","","","","",""
"errors.security.account_locked","Account temporarily locked due to too many failed login attempts. Try again in {{minutes}} minutes.","","","","","","",""
"errors.security.internal_security_error","Internal security error","","","","","","",""
"success.saved","Changes saved successfully","","","","","","",""
"success.deleted","Item deleted successfully","","","","","","",""
"success.created","Item created successfully","","","","","","",""
"success.updated","Item updated successfully","","","","","","",""
"activity.loading","Loading activity feed...","","","","","","",""
"activity.recent_activity","Recent Activity","","","","","","",""
"activity.no_recent_activity","No Recent Activity","","","","","","",""
"activity.empty_description","School activities will appear here in real-time","","","","","","",""
"activity.live","Live","","","","","","",""
"activity.connecting","Connecting...","","","","","","",""
"activity.offline","Offline","","","","","","",""
"activity.just_now","Just now","","","","","","",""
"activity.minutes_ago","{{count}}m ago","","","","","","",""
"activity.hours_ago","{{count}}h ago","","","","","","",""
"activity.days_ago","{{count}}d ago","","","","","","",""
"activity.high_priority","High Priority","","","","","","",""
"curriculum.standards.placeholder","{{subject}} - Grade {{grade}} Standards","","","","","","",""
"subscription.free","Free","","","","","","",""
"subscription.starter","Starter","","","","","","",""
"subscription.premium","Premium","","","","","","",""
"subscription.enterprise","Enterprise","","","","","","",""
"subscription.upgrade","Upgrade Plan","","","","","","",""
"subscription.upgradeToPro","Upgrade to Pro","","","","","","",""
"subscription.billing","Billing","","","","","","",""
"subscription.usage","Usage","","","","","","",""
"subscription.limits","Plan Limits","","","","","","",""
"subscription.choose_your_plan","Choose Your Plan","","","","","","",""
"subscription.managePlan","Manage plan","","","","","","",""
"subscription.tiers.free","Free","","","","","","",""
"subscription.tiers.starter","Starter","","","","","","",""
"subscription.tiers.basic","Basic","","","","","","",""
"subscription.tiers.premium","Premium","","","","","","",""
"subscription.tiers.pro","Pro","","","","","","",""
"subscription.tiers.enterprise","Enterprise","","","","","","",""
"subscription.tierSource.caption","Source: {{source}}","","","","","","",""
"subscription.tierSource.organization","Organization plan","","","","","","",""
"subscription.tierSource.school_plan","School subscription","","","","","","",""
"subscription.tierSource.school_default","School default","","","","","","",""
"subscription.tierSource.user","User setting","","","","","","",""
"subscription.tierSource.unknown","Unknown","","","","","","",""
"lessons_create.title","Create Lesson","","","","","","",""
"lessons_create.default_title","New Lesson","","","","","","",""
"lessons_create.mode_manual","Manual","","","","","","",""
"lessons_create.mode_ai","AI","","","","","","",""
"lessons_create.access_restricted_title","Access Restricted","","","","","","",""
"lessons_create.access_restricted_desc","Your teacher seat is not active or you lack permission to create lessons. Please contact your administrator.","","","","","","",""
"lessons_create.ai_card_title","AI Lesson Generator","","","","","","",""
"lessons_create.ai_card_desc","Use the AI generator to draft a CAPS-aligned lesson.","","","","","","",""
"lessons_create.section_basics","Basics","","","","","","",""
"lessons_create.label_title","Title","","","","","","",""
"lessons_create.placeholder_title","Lesson title","","","","","","",""
"lessons_create.label_description","Description","","","","","","",""
"lessons_create.placeholder_description","Brief description","","","","","","",""
"lessons_create.section_category","Category","","","","","","",""
"lessons_create.section_settings","Settings","","","","","","",""
"lessons_create.label_duration","Duration (minutes)","","","","","","",""
"lessons_create.placeholder_duration","30","","","","","","",""
"lessons_create.label_complexity","Complexity","","","","","","",""
"lessons_create.complexity_simple","Simple","","","","","","",""
"lessons_create.complexity_moderate","Moderate","","","","","","",""
"lessons_create.complexity_complex","Complex","","","","","","",""
"lessons_create.save","Save Lesson","","","","","","",""
"ai_quota.loading_profile","Loading your profile...","","","","","","",""
"ai_quota.access_restricted_title","Access Restricted","","","","","","",""
"ai_quota.access_restricted_desc","You don't have permission to manage AI allocations.","","","","","","",""
"ai_quota.loading_data","Loading allocation data...","","","","","","",""
"ai_quota.failed_load_title","Failed to Load AI Data","","","","","","",""
"ai_quota.failed_load_desc","Unable to load allocation data.","","","","","","",""
"ai_quota.retry","Retry Loading","","","","","","",""
"updates.Restart App","Restart App","","","","","","",""
"updates.Restart Now","Restart Now","","","","","","",""
"updates.The app will restart to apply the update. Any unsaved changes will be lost.","The app will restart to apply the update. Any unsaved changes will be lost.","","","","","","",""
"empty.no_classes_title","No Classes Yet","","","","","","",""
"empty.no_classes_description","You haven't created any classes yet. Start by creating your first class to manage students and lessons.","","","","","","",""
"empty.create_first_class","Create First Class","","","","","","",""
"empty.no_assignments_title","No Assignments","","","","","","",""
"empty.no_assignments_description","No homework or assignments have been created yet. Create your first assignment to get started.","","","","","","",""
"empty.create_assignment","Create Assignment","","","","","","",""
"empty.no_students_title","No Students Enrolled","","","","","","",""
"empty.no_students_description","Your school doesn't have any students enrolled yet. Start by enrolling your first students.","","","","","","",""
"empty.enroll_first_student","Enroll First Student","","","","","","",""
"empty.no_teachers_title","No Teachers Yet","","","","","","",""
"empty.no_teachers_description","Your school doesn't have any teachers yet. Invite teaching staff to join your school.","","","","","","",""
"empty.invite_teacher","Invite Teacher","","","","","","",""
"empty.no_events_title","No Upcoming Events","","","","","","",""
"empty.no_events_description","No events are scheduled. Events will appear here when created.","","","","","","",""
"empty.create_event","Create Event","","","","","","",""
"empty.no_activity_title","No Recent Activity","","","","","","",""
"empty.no_activity_description","Recent school activity will appear here as it happens.","","","","","","",""
"empty.no_financial_data_title","No Financial Data","","","","","","",""
"empty.no_financial_data_description","Financial reports and revenue data will be shown here once available.","","","","","","",""
"empty.view_reports","View Reports","","","","","","",""
"dash_ai.assistant_name","Dash","","","","","","",""
"dash_ai.greeting","Hi! I'm Dash, your AI teaching assistant. How can I help you today?","","","","","","",""
"dash_ai.voice_greeting","Hello! Ready to work together?","","","","","","",""
"dash_ai.processing","Processing your request...","","","","","","",""
"dash_ai.recording","Recording... Release to send","","","","","","",""
"dash_ai.transcribing","Transcribing audio...","","","","","","",""
"dash_ai.error_no_response","I'm sorry, I'm having trouble processing that right now. Could you please try again?","","","","","","",""
"dash_ai.help_dashboard","I can help you switch between dashboard layouts, adjust preferences, or explore different views.","","","","","","",""
"dash_ai.layout_switched","Dashboard layout has been changed!","","","","","","",""
"dash_ai.welcome_message","Welcome! I'm here to help with teaching, dashboard management, and school administration.","","","","","","",""
"dash_ai.initializing","Initializing Dash...","","","","","","",""
"voice.recording.listening","Listening…","","","","","","",""
"voice.recording.transcribing","Transcribing…","","","","","","",""
"voice.recording.preview","Preview","","","","","","",""
"voice.recording.speak_clearly","🎤 Speak clearly into your microphone","","","","","","",""
"voice.recording.stop_recording_label","Stop recording","","","","","","",""
"voice.recording.stop_recording_hint_stream","Stops stream and finalizes transcript","","","","","","",""
"voice.recording.stop_recording_hint_file","Stops recording and transcribes your voice","","","","","","",""
"voice.recording.finalizing_stream","Finalizing stream...","","","","","","",""
"voice.recording.stopping_recording","Stopping recording...","","","","","","",""
"voice.recording.validating_audio","Validating audio...","","","","","","",""
"voice.recording.uploading_cloud","Uploading to cloud...","","","","","","",""
"voice.recording.transcribing_speech","Transcribing speech...","","","","","","",""
"voice.recording.done","Done!","","","","","","",""
"voice.recording.usually_takes_seconds","This usually takes a few seconds...","","","","","","",""
"voice.recording.edit_transcript_label","Edit transcript before sending:","","","","","","",""
"voice.recording.no_speech_detected","No speech detected.","","","","","","",""
"voice.recording.discard","Discard","","","","","","",""
"voice.recording.send","Send","","","","","","",""
"voice.recording.sending","Sending…","","","","","","",""
"voice.recording.something_wrong","Something went wrong","","","","","","",""
"voice.recording.try_again","Try Again","","","","","","",""
"voice.recording.failed_streaming","Failed to start realtime streaming","","","","","","",""
"voice.recording.recording_captured","Recording captured.","","","","","","",""
"voice.recording.failed_process","Failed to process voice recording","","","","","","",""
"voice.recording.failed_send","Failed to send message","","","","","","",""
"voice.recording.slide_up_lock","Slide up to lock","","","","","","",""
"voice.recording.thinking","Thinking...","","","","","","",""
"voice.recording.starting","Starting...","","","","","","",""
"voice.recording.hold_to_record","Hold to record • Slide up to lock","","","","","","",""
"voice.recording.recording_locked","Recording Locked","","","","","","",""
"voice.errors.failed_start","Failed to start recording","","","","","","",""
"voice.errors.failed_stop","Failed to stop/transcribe","","","","","","",""
"voice.errors.cancel_error","Cancel error","","","","","","",""
"voice.errors.send_error","Send error","","","","","","",""
"cache.management","Cache Management","","","","","","",""
"cache.health","Cache Health","","","","","","",""
"cache.statistics","Statistics","","","","","","",""
"cache.about","About Cache","","","","","","",""
"cache.clear","Clear","","","","","","",""
"cache.clearing","Clearing cache...","","","","","","",""
"cache.clear_personal","Clear Personal Cache","","","","","","",""
"cache.clear_personal_title","Clear Personal Cache","","","","","","",""
"cache.clear_personal_message","This will clear all cached data for your account. You may experience slower loading times until data is cached again.","","","","","","",""
"cache.clear_personal_desc","Clear cached data for your account only","","","","","","",""
"cache.personal_cleared","Personal cache cleared successfully","","","","","","",""
"cache.clear_school","Clear School Cache","","","","","","",""
"cache.clear_school_title","Clear School Cache","","","","","","",""
"cache.clear_school_message","This will clear all cached data for your entire school. All staff members will experience slower loading times until data is cached again. This action should only be performed if you are experiencing data synchronization issues.","","","","","","",""
"cache.clear_school_button","Clear School Cache","","","","","","",""
"cache.clear_school_desc","Clear cached data for entire school (Principal only)","","","","","","",""
"cache.school_cleared","School cache cleared successfully","","","","","","",""
"cache.clear_failed","Failed to clear cache","","","","","","",""
"cache.clear_school_failed","Failed to clear school cache","","","","","","",""
"cache.school_info_unavailable","School information not available","","","","","","",""
"cache.refresh_stats","Refresh Statistics","","","","","","",""
"cache.refresh_stats_desc","Reload cache statistics and health status","","","","","","",""
"cache.loading_stats","Loading cache statistics...","","","","","","",""
"cache.status_unknown","Unable to determine status","","","","","","",""
"cache.size_very_large","Cache size is very large","","","","","","",""
"cache.size_moderate","Cache size is moderate","","","","","","",""
"cache.efficiency_low","Low cache efficiency","","","","","","",""
"cache.operating_efficiently","Cache operating efficiently","","","","","","",""
"cache.total_size","Total Size","","","","","","",""
"cache.entries","Cache Entries","","","","","","",""
"cache.hit_rate","Hit Rate","","","","","","",""
"cache.last_updated","Last Updated","","","","","","",""
"cache.about_description","The offline cache stores dashboard data locally on your device for faster loading and offline access. Cache is automatically managed but can be cleared if you experience sync issues.","","","","","","",""
"cache.about_details","• Cache expires automatically after 5-10 minutes
• Data is encrypted and user-specific
• Maximum cache size is limited to 10MB
• Cache improves loading speeds by 60-90%","","","","","","",""
"invitation.validation_error","Validation Error","","","","","","",""
"invitation.duplicate_email","Duplicate Email","","","","","","",""
"invitation.duplicate_email_message","This email has already been added to the invitation list.","","","","","","",""
"invitation.parse_error","Parse Error","","","","","","",""
"invitation.parse_failed","Failed to parse CSV data","","","","","","",""
"invitation.no_valid_data","No Valid Data","","","","","","",""
"invitation.no_valid_data_message","No valid invitations found in the CSV data.","","","","","","",""
"invitation.invitations_added","{{count}} invitations added to the list.","","","","","","",""
"invitation.no_invitations","No Invitations","","","","","","",""
"invitation.add_one_invitation","Please add at least one invitation.","","","","","","",""
"invitation.send_failed","Failed to send invitation","","","","","","",""
"invitation.invitations_sent","Invitations Sent","","","","","","",""
"invitation.send_results","Successfully sent: {{success}}
Failed: {{failed}}","","","","","","",""
"invitation.error_valid_email","Please enter a valid email address","","","","","","",""
"invitation.error_valid_name","Please enter a valid name","","","","","","",""
"invitation.error_select_subject","Please select at least one subject","","","","","","",""
"invitation.error_select_grade","Please select at least one grade level","","","","","","",""
"invitation.error_select_student","Please select at least one student","","","","","","",""
"invitation.csv_headers_required","CSV must have headers and at least one data row","","","","","","",""
"invitation.csv_email_name_required","CSV must have ""email"" and ""name"" columns","","","","","","",""
"invitation.csv_parent_columns_required","CSV must have ""email"", ""name"", and ""student_name"" columns","","","","","","",""
"invitation.email_address","Email Address *","","","","","","",""
"invitation.email_placeholder","john.doe@example.com","","","","","","",""
"invitation.full_name","Full Name *","","","","","","",""
"invitation.name_placeholder","John Doe","","","","","","",""
"invitation.subjects","Subjects *","","","","","","",""
"invitation.grade_levels","Grade Levels *","","","","","","",""
"invitation.add_to_list","Add to Invitation List","","","","","","",""
"auth_comp.enter_email_password","Please enter both email and password","","","","","","",""
"auth_comp.login_successful","Login successful!","","","","","","",""
"auth_comp.login_failed","Login Failed","","","","","","",""
"auth_comp.sign_in_title","Sign In to EduDash Pro","","","","","","",""
"auth_comp.dismiss","Dismiss","","","","","","",""
"auth_comp.enter_email","Enter your email","","","","","","",""
"auth_comp.enter_password","Enter your password","","","","","","",""
"auth_comp.fill_all_fields","Please fill in all fields","","","","","","",""
"auth_comp.passwords_no_match","Passwords do not match","","","","","","",""
"auth_comp.registration_verify_email","Registration successful! Please check your email to verify your account.","","","","","","",""
"auth_comp.registration_success","Registration successful! You are now logged in.","","","","","","",""
"auth_comp.registration_failed","Registration Failed","","","","","","",""
"auth_comp.create_account","Create Your Account","","","","","","",""
"auth_comp.join_as_student","Join EduDash Pro as a student","","","","","","",""
"auth_comp.first_name_placeholder","First name","","","","","","",""
"auth_comp.last_name_placeholder","Last name","","","","","","",""
"auth_comp.create_password","Create a strong password","","","","","","",""
"auth_comp.password_requirements","Minimum 12 characters with uppercase, lowercase, numbers, and symbols","","","","","","",""
"auth_comp.confirm_password_placeholder","Confirm your password","","","","","","",""
"auth_comp.create_account_button","Create Account","","","","","","",""
"auth_comp.already_have_account","Already have an account?","","","","","","",""
"auth_comp.logout","Logout","","","","","","",""
"auth_comp.logout_confirm","Are you sure you want to logout?","","","","","","",""
"auth_comp.logout_success","Logged out successfully","","","","","","",""
"auth_comp.logout_failed","Failed to logout","","","","","","",""
"auth_comp.no_profile","No user profile found","","","","","","",""
"account.info.title","Account Information","","","","","","",""
"account.info.full_name","Full Name","","","","","","",""
"account.info.role","Role","","","","","","",""
"account.info.school_id","School ID","","","","","","",""
"account.edit.title","Edit Profile","","","","","","",""
"account.edit.personal_information","Personal Information","","","","","","",""
"account.placeholders.first_name","Enter your first name","","","","","","",""
"account.placeholders.last_name","Enter your last name","","","","","","",""
"dash.onboarding.welcome.title","Meet Dash","","","","","","",""
"dash.onboarding.welcome.subtitle","Your AI assistant for EduDash Pro. I can help you save time and personalize learning.","","","","","","",""
"dash.onboarding.welcome.start","Get Started","","","","","","",""
"dash.onboarding.welcome.skip","Skip for now","","","","","","",""
"dash.onboarding.roles.title","Tell me your role","","","","","","",""
"dash.onboarding.roles.subtitle","I'll personalize recommendations for you.","","","","","","",""
"dash.onboarding.roles.options.principal","Principal","","","","","","",""
"dash.onboarding.roles.options.teacher","Teacher","","","","","","",""
"dash.onboarding.roles.options.parent","Parent","","","","","","",""
"dash.onboarding.roles.options.admin","Administrator","","","","","","",""
"dash.onboarding.communication_style.title","Choose communication style","","","","","","",""
"dash.onboarding.communication_style.subtitle","How would you like Dash to communicate with you?","","","","","","",""
"dash.onboarding.communication_style.options.professional","Professional","","","","","","",""
"dash.onboarding.communication_style.options.casual","Casual","","","","","","",""
"dash.onboarding.communication_style.options.encouraging","Encouraging","","","","","","",""
"dash.onboarding.communication_style.options.formal","Formal","","","","","","",""
"dash.onboarding.features.title","Feature preferences","","","","","","",""
"dash.onboarding.features.subtitle","Enable what you want Dash to use proactively.","","","","","","",""
"dash.onboarding.features.options.voice","Voice responses","","","","","","",""
"dash.onboarding.features.options.proactiveHelp","Proactive suggestions","","","","","","",""
"dash.onboarding.features.options.memory","Remember preferences","","","","","","",""
"dash.onboarding.features.options.summaries","Auto summaries","","","","","","",""
"dash.onboarding.features.options.taskAssist","Task assistance","","","","","","",""
"dash.onboarding.voice_settings.title","Voice settings","","","","","","",""
"dash.onboarding.voice_settings.subtitle","Customize Dash's voice","","","","","","",""
"dash.onboarding.voice_settings.language","Language","","","","","","",""
"dash.onboarding.voice_settings.voiceType","Voice type","","","","","","",""
"dash.onboarding.voice_settings.rate","Speaking rate","","","","","","",""
"dash.onboarding.voice_settings.pitch","Pitch","","","","","","",""
"dash.onboarding.voice_settings.testVoice","Test voice","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.female","Female","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.male","Male","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.neutral","Neutral","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-ZA","English (South Africa)","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-US","English (US)","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-GB","English (UK)","","","","","","",""
"dash.onboarding.review.title","Review your setup","","","","","","",""
"dash.onboarding.review.subtitle","Confirm your preferences before finishing.","","","","","","",""
"dash.onboarding.review.finish","Complete Setup","","","","","","",""
"dash.onboarding.review.back","Back","","","","","","",""
"dash.onboarding.review.next","Next","","","","","","",""
"dash.onboarding.review.save","Save","","","","","","",""
"dash.onboarding.review.reset","Reset","","","","","","",""
"dash.onboarding.review.role","Role","","","","","","",""
"dash.onboarding.review.style","Communication style","","","","","","",""
"dash.onboarding.review.features","Features","","","","","","",""
"dash.onboarding.review.voice","Voice","","","","","","",""
"dash.onboarding.status.completed","Onboarding complete","","","","","","",""
"dash.onboarding.status.incomplete","Onboarding incomplete","","","","","","",""
"dash.onboarding.status.saving","Saving your preferences...","","","","","","",""
"dash.onboarding.status.success","Setup complete! Dash is ready to assist you.","","","","","","",""
"dash.onboarding.settings.resetSetup","Reset Dash Setup","","","","","","",""
"dash.onboarding.settings.resetSetupDescription","Clear your onboarding and start over","","","","","","",""
"dash.onboarding.settings.resetConfirm","Are you sure you want to reset Dash setup? This will clear all your personalization.","","","","","","",""
"dash.onboarding.errors.saveFailed","Failed to save preferences","","","","","","",""
"dash.onboarding.errors.loadFailed","Failed to load onboarding state","","","","","","",""
"actions.continue","Continue","","","","","","",""
"actions.next","Next","","","","","","",""
"actions.back","Back","","","","","","",""
"actions.finish","Finish","","","","","","",""
"actions.skip","Skip","","","","","","",""
"actions.save","Save","","","","","","",""
"actions.cancel","Cancel","","","","","","",""
"actions.confirm","Confirm","","","","","","",""
"actions.done","Done","","","","","","",""
